Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,Price,Brand,Model,CarAge
6,86863,4,1,0,17,1497,118,0,5,4,3.6,8,44,13
10,93000,4,0,2,11.8,3163,228.25,1,7,5,15,17,137,12
6,80000,4,1,0,18.9,998,67.1,1,5,4,2.5,16,183,11
5,14900,4,0,0,21.4,1197,83.1,0,5,4,8.6,16,25,5
9,53000,4,0,0,23.1,998,67.04,0,5,4,3.8,16,42,8
0,51000,4,1,0,13.5,1799,130,2,5,4,4.9,8,45,15
3,116694,1,1,0,15.1,2179,140,2,7,5,9.57,15,195,9
2,131500,1,1,0,12.8,2494,102,1,8,5,6.85,26,96,14
7,32542,4,1,0,17,1591,121.3,2,5,4,5.77,9,179,10
8,43002,4,1,0,20.36,1197,78.9,2,5,4,1.92,9,203,13
0,33000,1,1,0,24.3,1248,88.5,0,5,4,9.25,16,180,5
5,90000,1,1,0,26,1498,98.6,0,5,4,6.75,8,44,8
8,34000,1,0,0,16.55,1968,147.51,1,5,4,9.95,0,10,13
5,71803,1,1,0,20.5,1598,103.5,0,5,4,5.75,23,139,9
3,44450,1,0,0,22.48,1995,190,0,5,4,24.68,1,3,10
2,90000,4,0,0,10.2,2354,180,1,5,4,6.5,8,15,14
3,46496,1,1,0,23.59,1364,98.145,2,5,4,5.3,26,70,9
6,75074,1,1,0,23.4,1248,74,1,5,4,5.25,16,166,8
4,25000,4,0,0,15.04,1991,183,1,5,4,26,17,33,6
6,72000,1,1,0,20.34,1498,103.2,1,5,4,4.75,27,177,8
3,51587,1,1,0,25.8,1498,98.6,1,5,4,5.27,8,17,6
9,38000,1,0,0,22.69,1995,190,0,5,4,23.99,1,2,6
3,42750,4,1,0,17,1497,118,0,5,4,6.33,8,44,10
5,17400,1,1,0,24.52,1248,88.5,2,7,5,9.75,16,68,5
10,32851,4,1,0,19.83,1198,67,2,7,5,3.95,4,86,5
8,2800,1,1,0,26.1,1498,99,0,5,4,8.41,7,19,7
2,80000,1,1,0,15.1,2179,140,1,7,5,9.4,15,195,8
0,42150,1,1,0,27.62,793,47,2,5,4,3.6,16,42,7
4,67000,4,0,0,19.16,2494,158.2,2,5,4,18.75,26,36,8
0,100000,1,0,2,22.69,1995,190,1,5,4,10.9,1,2,11
3,20826,4,0,0,14.3,1598,103.6,1,5,4,7.72,23,139,7
10,54534,4,0,0,16.95,1197,78.9,1,5,4,3.65,9,203,9
10,68000,4,1,2,16,1086,66.7,2,5,4,2,9,203,14
3,33150,4,1,0,21.4,1197,83.1,2,5,4,7.39,16,25,4
2,71156,1,1,0,26.59,1248,74,0,5,4,6.5,16,166,6
4,74663,0,1,0,29.86,998,67.04,0,5,4,3.25,16,183,8
10,94900,1,1,0,16.8,1493,110,0,5,4,5.35,9,179,10
9,48000,4,1,0,20.36,1197,78.9,2,5,4,2.11,9,203,13
9,15399,4,1,0,18.7,1199,88.7,1,5,4,6.4,8,97,6
10,95000,4,1,0,16.2,1599,103.2,1,5,4,2.5,9,179,12
5,78203,1,0,0,18.1,1991,147.9,1,4,4,5.5,3,55,11
8,35000,1,1,0,19.3,1248,73.9,0,5,4,4.75,16,166,7
2,123000,1,1,2,12.55,2982,168.5,0,7,5,15,26,77,9
10,19000,1,0,0,21.5,1498,108.5,0,5,4,10,27,177,6
4,60000,4,1,0,17.92,1086,62.1,1,5,4,2.3,9,156,9
0,20765,4,1,0,15,1598,103.52,1,5,4,6.25,23,139,7
9,29500,1,0,0,15.97,2993,228.25,2,7,5,43,1,187,7
2,53000,4,0,2,16.9,1197,81.86,0,5,4,4,9,196,7
7,60519,1,1,0,22.32,1582,126.32,0,5,4,6.24,9,179,7
2,55000,4,1,2,16.95,1498,97.7,0,5,4,4.3,20,164,9
10,130000,1,1,0,25.47,1248,88.5,0,7,5,7,16,68,6
9,90000,4,1,2,15.3,1341,61,1,5,4,1.8,9,88,16
5,74885,1,1,0,25.8,1498,98.6,0,5,4,5.4,8,17,8
4,92000,4,1,2,17,1497,118,1,5,4,2.25,8,44,13
7,51553,1,1,0,21.64,1461,84.8,1,5,4,5.98,20,164,8
5,58470,4,1,0,23.1,998,67.04,2,5,4,3.9,16,42,8
9,2000,1,1,0,27.39,1248,74,1,5,4,8.7,16,25,4
3,59711,1,1,0,15.1,2179,140,2,7,5,13.28,15,195,6
3,41041,1,0,0,17.68,1968,174.33,1,5,4,37.56,0,11,5
2,26239,4,1,0,22.7,799,53,1,5,4,2.75,4,205,6
10,70000,4,1,2,15.4,1193,65,2,5,4,1.5,25,95,9
9,56058,4,1,0,15.04,1598,103.2,1,5,4,4.95,27,177,8
9,49999,4,1,0,17,1497,118,0,5,4,3.8,8,44,11
4,66000,1,1,0,15.1,2179,140,2,7,5,5.5,15,195,11
4,80000,4,0,0,13.7,1798,157.75,0,5,4,10.75,23,165,8
2,37442,4,1,0,18.5,1197,80,0,5,4,3.4,9,204,11
3,47016,4,1,0,15.29,1591,121.3,0,5,4,9.43,9,53,6
5,111111,4,1,2,18.6,1199,79.4,0,5,4,2,3,26,12
3,66882,1,0,0,17.68,1968,174.33,2,5,4,25.02,0,11,8
9,18000,4,0,0,18.5,1197,83.14,1,5,4,6.2,16,166,6
5,77500,1,1,0,20.45,1461,83.8,0,5,4,6.6,22,57,8
5,116000,1,1,2,23.59,1364,67.05,0,5,4,5.8,26,70,7
10,28700,4,1,0,21.1,814,55.2,2,5,4,2.6,9,61,7
9,25500,1,0,0,21.5,1498,108.5,2,5,4,8.95,27,177,6
8,13000,4,0,0,9.3,2771,193.1,1,5,4,3.25,23,165,16
3,48188,1,1,0,16.3,1956,170,2,5,4,21.69,12,48,4
2,128000,1,1,2,12.8,2494,102,2,8,5,4.25,26,96,16
1,50000,1,1,0,20.54,1598,103.6,1,5,4,5.5,27,177,10
8,2900,1,1,0,24.3,1248,88.5,2,5,4,8.75,16,180,4
3,29952,4,0,0,13,1591,121.3,2,5,4,13.77,9,53,5
9,23000,4,0,0,11.05,2894,228.25,2,4,4,37,0,138,9
3,25433,1,1,0,27.39,1248,74,1,5,4,7.83,16,25,4
10,65000,1,1,0,12.99,2494,100.6,1,7,4,15,26,96,7
8,22000,1,1,0,20,1399,68,0,5,4,2.25,7,75,9
7,97439,1,1,0,25.8,1498,98.6,2,5,4,4.41,8,17,8
2,131500,1,1,2,19,1248,93,2,5,4,2.5,5,105,12
9,74000,1,1,0,20.46,1461,83.8,2,5,4,5.5,22,57,9
7,25948,1,0,0,16,2179,140,2,7,5,16.46,15,195,4
2,81000,1,0,0,13,2143,204,0,5,4,22.75,17,60,8
2,95000,1,0,2,18.33,1968,167.7,2,5,4,8.5,27,125,11
5,14000,4,0,0,18,1497,117.3,0,5,4,11.5,8,44,6
3,42259,1,0,0,9,1984,181,1,5,4,24.36,28,147,6
5,45000,1,1,0,22.7,1498,89.84,1,5,4,8.9,7,62,7
5,59270,4,1,0,15.7,1172,67,2,5,4,2.6,5,131,12
3,25811,4,1,2,25.4,624,37.5,2,4,4,2.13,25,114,7
9,8000,4,0,0,22.5,998,67,0,5,4,4.15,16,183,6
4,71000,1,0,0,14.16,1968,174.3,1,5,4,21.5,0,133,9
5,86000,1,0,2,14.7,1985,163,0,5,4,18.25,28,189,10
5,80219,1,1,0,27.62,793,47,0,5,4,3.5,16,42,6
3,67901,1,1,0,14.66,2199,194.3,2,7,5,8.38,9,155,9
3,5240,4,0,0,21.9,624,37.48,0,4,4,3.6,25,114,6
10,67196,4,1,0,17.3,993,60,1,5,4,1.25,16,201,16
10,131500,1,1,2,23.59,1364,98.145,1,5,4,2.6,26,70,10
7,41617,4,0,0,14.53,1794,138.1,2,5,4,14.14,26,51,6
7,42315,4,1,0,18.5,1197,82.9,2,5,4,4.79,9,204,8
2,131500,1,1,0,23.5,1498,88.7,0,5,4,3.5,7,74,9
0,52000,1,1,0,22.32,1582,126.32,0,5,4,6.5,9,179,10
2,23000,1,1,0,24.5,1498,98.6,0,7,5,6.9,8,111,8
4,40315,4,1,0,18.5,1198,86.8,0,5,4,2.75,8,31,10
4,40000,1,0,0,12.9,2755,174.5,2,7,5,30,26,77,5
8,58000,1,1,0,22.32,1582,126.32,1,5,4,5.75,9,179,8
8,18000,4,1,0,18.5,1197,80,2,5,4,2.25,9,204,12
9,17858,4,1,0,17,1197,80,1,5,4,5.32,9,204,8
6,65000,1,1,0,23.2,1248,73.94,2,5,4,3.75,16,142,9
10,112808,1,1,2,17.8,1399,68,2,5,4,2.05,7,74,15
10,109200,4,1,2,17.5,1298,85.8,0,5,4,2.2,16,166,12
4,73200,4,1,0,17,1497,118,1,5,4,2.78,8,44,13
5,104000,1,1,0,12.8,2494,102,1,7,4,11.75,26,96,10
1,62000,1,1,0,17.8,1248,75,2,5,4,4.5,16,166,10
5,71558,1,1,0,20,1399,68.05,2,5,4,3.3,7,75,10
0,65000,1,1,0,22.7,1582,126.2,2,5,4,7.75,9,64,7
2,131500,1,0,3,16.07,1995,181,2,5,4,9.75,1,2,14
4,35027,4,1,0,24.07,998,67.1,2,5,4,3,16,16,6
10,55000,1,1,0,19.87,1461,83.8,0,5,4,7.8,22,57,6
7,44285,4,1,0,20.73,1373,91.1,2,5,4,7.47,16,43,5
9,20568,4,1,0,18.7,1199,88.7,0,5,4,5.6,8,97,7
0,69000,4,0,0,16.9,1197,81.86,2,5,4,5.25,9,196,8
9,64226,3,1,0,17.3,1061,57.5,1,5,4,1.45,16,183,14
3,18094,4,1,2,18.6,1197,85.8,0,5,4,6.26,16,166,6
2,120000,1,1,0,20,1399,68,2,5,4,2.6,7,75,12
5,76000,1,1,0,18.8,1248,90,2,5,4,2.7,25,109,12
2,85000,4,0,2,11.7,2354,177.6,0,5,4,7.5,8,15,11
10,32000,1,0,0,18.12,1995,190,1,5,4,30.5,1,3,8
3,92885,1,1,0,20,1399,68,1,5,4,3.56,7,75,7
2,53226,4,1,0,19.4,1198,86.8,0,5,4,3.3,8,31,9
9,29631,4,0,0,18.9,1197,82,2,5,4,4.9,9,89,7
1,68000,4,1,2,16.02,1373,93.7,1,7,5,6.25,16,68,9
2,58000,1,0,2,22.69,1995,190,1,5,4,15.3,1,2,10
0,58000,4,1,2,6.5,999,98.145,0,5,4,1.51,9,156,16
2,110000,1,0,0,16.96,1968,138.1,0,5,4,8,27,99,11
1,98000,1,0,2,13.5,2987,228.25,0,5,4,25,17,144,13
6,81402,4,1,2,20.36,1197,78.9,0,5,4,2.1,9,203,12
6,96000,1,1,0,23.4,1248,74,1,5,4,4.8,16,166,8
3,18090,1,0,0,16.2,2993,228.25,1,5,4,45.73,1,3,6
7,50266,4,1,0,17,1497,118,0,5,4,5.53,8,44,9
2,121311,1,1,0,20.64,1498,108.5,1,5,4,2.9,27,177,11
9,25000,4,0,0,17.21,1197,103.5,1,5,4,7.75,27,128,5
7,89614,1,1,0,22,1582,126.2,0,5,4,6.01,9,179,8
5,76476,4,1,0,16.47,1198,73.9,2,5,4,4.4,27,128,9
7,68598,1,1,0,19.01,1461,108.45,2,5,4,6.17,22,57,8
7,35480,1,1,0,19.67,1582,126.2,0,5,4,13.34,9,53,4
7,79985,1,1,0,17.8,1399,67,1,5,4,3.16,7,74,10
3,34990,1,0,0,12.7,2179,187.7,1,5,4,53.83,14,143,5
1,50000,4,1,0,18.9,1197,82,2,5,4,5.75,9,89,7
0,78008,1,1,0,17,1405,70,1,5,4,2.9,25,95,7
9,53001,4,1,0,16.1,1298,88.2,0,5,4,1.95,16,166,13
6,52000,4,1,0,17,1497,118,1,5,4,3.8,8,44,11
7,62332,4,0,0,11.7,2354,177.6,2,5,4,5.89,8,15,11
7,28503,4,0,0,19,1199,88.7,1,5,4,6.86,8,97,6
1,37382,1,0,0,13,2143,201.1,2,5,4,32,17,60,8
8,51001,1,0,0,16.09,1995,184,2,5,4,17,1,186,10
7,43368,1,0,0,15,2143,204,2,5,4,31.94,17,60,5
1,46676,4,1,0,17,1591,121.3,1,5,4,7.75,9,179,8
4,72000,4,1,0,13.5,1799,130,1,5,4,2.5,8,45,14
5,56500,4,0,0,16.98,998,66.1,2,5,4,3.45,16,8,9
5,90413,4,1,0,15.1,1196,73,1,7,5,2.95,16,63,7
4,43000,4,1,2,16.8,1497,116.3,2,5,4,3.75,8,44,12
1,75000,1,1,0,13.8,1399,68,2,5,4,1.99,7,93,13
4,69000,1,0,2,15.2,1968,140.8,0,5,4,10.25,0,10,10
6,100000,4,1,0,19.7,796,46.3,0,5,4,1.5,16,16,11
4,53503,1,1,0,26.59,1248,74,0,5,4,5,16,166,7
7,65178,1,1,0,19.87,1461,83.8,1,5,4,6.79,22,57,7
10,20575,4,1,0,19,998,67.1,1,5,4,2,16,201,11
3,25299,1,1,0,24.3,1248,88.5,2,5,4,10.34,16,180,5
9,17003,4,1,0,19.4,1198,86.8,0,5,4,3.15,8,31,9
5,76161,4,1,0,19.7,796,46.3,1,5,4,1.65,16,16,15
8,40000,4,1,0,17.7,1497,78,1,5,4,2,8,44,14
4,60000,1,0,2,15.73,1968,174.33,1,5,4,14.5,0,132,9
3,39861,1,1,0,20.14,1498,88.8,2,5,4,7.38,27,128,4
0,20000,4,0,0,24.07,998,67.1,2,5,4,4,16,16,5
10,50000,1,0,0,17.9,2143,136,1,5,4,25,17,82,5
5,98500,1,1,0,22.95,1248,74,2,5,4,6,25,29,5
10,50001,1,0,0,14.57,2967,228.25,2,5,4,29,0,11,10
3,36091,1,0,0,12.7,2179,187.7,2,5,4,55.76,14,143,4
6,34000,4,0,0,20.51,998,67,0,5,4,4.35,16,183,5
1,69330,1,0,0,16.07,1995,181,1,5,4,23.5,1,2,8
8,131500,1,1,0,23.4,1248,74,2,5,4,4.75,16,166,5
5,85000,1,1,0,20.34,1498,103.2,1,5,4,6,27,177,7
9,30000,1,0,0,9.52,2993,228.25,1,4,4,49,1,4,11
1,65000,1,1,0,20.54,1598,103.6,2,5,4,5.5,27,177,10
10,58000,1,1,0,22.9,1248,74,1,5,4,7.55,16,166,6
7,35939,4,1,0,12.3,1796,185,0,5,4,30.42,17,60,6
3,45051,4,0,0,15,1396,98.6,2,5,4,5.96,9,204,8
10,4500,4,0,0,18,1497,117.3,0,5,4,12.5,8,44,4
4,21000,4,0,0,14.28,1798,138.03,0,5,4,18,26,51,5
8,46000,4,1,0,14.28,1798,138.03,0,5,4,6.95,26,51,7
9,16000,4,1,0,25.17,799,53.3,2,5,4,2.99,22,101,6
7,10671,4,1,0,20.85,1197,83.14,0,5,4,6.51,16,166,4
6,75055,4,1,0,18.06,1198,75,1,5,4,2.25,20,110,12
1,57464,1,1,0,23.59,1364,67.06,1,5,4,5.75,26,70,8
6,131500,1,1,2,13.1,2499,141,1,7,5,3.9,7,66,14
6,22000,4,1,0,18.9,1197,82,1,5,4,4.25,9,89,6
9,92000,4,1,2,14.8,1799,130.2,0,5,4,3.35,8,45,10
5,82749,1,1,0,19.01,1461,108.45,2,5,4,5.99,22,57,10
7,63983,1,0,0,19.27,2143,170,0,5,4,16.56,17,115,7
3,31576,4,1,0,18.9,1197,82,2,5,4,7.85,9,89,5
10,102418,1,1,0,12.99,2494,100.6,2,7,4,10.1,26,96,8
6,130000,1,1,0,20.3,1248,75,0,5,4,2.2,5,90,11
9,38000,4,1,2,22.5,998,67.04,2,5,4,1.75,16,183,12
8,34400,1,1,0,28.09,1248,88.5,1,5,4,5.5,16,43,7
10,96813,1,1,2,12.05,2179,120,2,8,5,5.5,15,158,12
5,105000,1,0,0,17.32,1968,150,0,5,4,19,0,132,9
3,59136,4,1,0,19.7,796,46.3,1,5,4,2.96,16,16,12
1,67000,4,0,2,11.3,1794,125,0,5,4,2.45,26,51,16
7,55700,1,1,0,26,1498,98.6,2,5,4,7.52,8,44,6
2,95000,4,1,0,15.9,1298,98.145,2,5,4,0.8,16,69,16
4,9500,4,0,0,14.62,1999,149.92,2,5,4,16.35,9,64,5
9,44000,1,1,0,22.7,1498,89.84,0,5,4,7.35,7,62,7
9,19000,4,0,0,18,1497,117.3,0,5,4,8.95,8,44,7
10,49000,4,0,0,14.59,1997,228.25,2,5,4,19,1,2,9
6,45000,1,1,0,16.3,1956,170,1,5,4,20,12,48,5
10,70000,4,1,0,17.57,1193,88.7,2,5,4,4.5,25,202,5
5,19000,4,1,0,20.63,1198,67,1,5,4,2.99,4,86,6
9,51000,1,0,0,11.74,2987,228.25,0,5,4,22.25,17,107,10
9,67000,4,0,0,13.7,1798,157.75,0,5,4,4.7,23,165,12
7,55176,4,1,2,17.4,1599,104,2,5,4,3.47,3,121,9
6,110000,1,1,0,15.1,2179,140,0,7,5,7.2,15,195,10
4,58000,1,0,0,17.68,1968,174.33,1,5,4,18.5,0,11,8
9,18600,1,0,2,22.69,1995,190,2,5,4,21,1,2,8
5,10000,4,1,0,24.07,998,67.1,2,5,4,3.5,16,16,6
4,12100,4,0,0,9.9,1984,207.8,2,2,2,29.5,0,167,9
9,45000,4,0,2,11.74,1796,186,1,5,4,13.5,17,115,11
5,110009,1,1,0,17.67,1968,138.08,2,5,4,6.99,23,199,12
3,22440,1,0,0,22,1498,108.495,0,5,4,8.89,27,18,5
9,23000,1,1,0,21.14,1498,103.52,2,5,4,4.95,23,139,9
7,6568,4,1,0,25.17,799,53.3,0,5,4,5.09,22,101,3
5,131500,1,1,0,14.95,2489,93.7,2,7,5,5.5,15,198,6
4,59196,4,1,2,15.6,1196,70,0,5,4,2.25,7,75,12
3,54620,1,0,0,21.66,1498,103.52,2,5,4,9.86,23,139,6
10,43000,1,1,0,13.68,2393,147.8,2,7,4,18.65,26,96,5
3,23106,1,0,0,17.9,2143,136,1,5,4,27.43,17,33,5
6,75200,1,1,0,22.32,1582,126.32,2,5,4,5.25,9,179,10
10,100000,1,0,2,13.01,2199,194.3,2,7,5,14.5,9,155,7
3,93166,1,1,2,14.02,2179,118.3,2,7,5,5.85,15,198,6
3,22831,4,1,0,18.9,1197,82,1,5,4,6.19,9,89,5
8,7000,4,0,0,14.33,1984,226.6,0,4,4,35,0,167,10
7,43983,4,0,0,15.63,1499,110.4,2,5,4,7.58,7,62,6
0,48002,4,1,2,13.14,1798,157.8,0,5,4,6.75,23,165,12
3,51076,1,0,0,12.07,2967,228.25,0,7,5,34.88,0,134,8
0,131500,1,0,0,13.5,2400,215,1,5,4,12,28,189,11
10,131500,1,1,2,28.4,1248,74,2,5,4,2.7,16,166,14
7,61726,1,0,0,17.68,1968,174.33,2,5,4,20.77,0,11,8
4,62000,1,1,2,22.07,1199,73.9,0,5,4,4.25,27,128,8
4,44328,4,1,0,19.4,1198,86.8,1,5,4,3.8,8,31,7
3,24013,1,0,0,12.81,1999,148.31,0,7,5,56.14,14,143,3
10,24000,1,0,0,18.88,1995,184,0,5,4,28,1,2,4
6,8500,4,1,0,21.1,814,55.2,0,5,4,3.42,9,61,5
9,66000,4,0,0,11.1,2354,158.8,2,5,4,3.7,8,35,15
5,102000,1,0,2,11,2987,198.5,1,5,4,4.65,17,60,16
1,8900,1,0,0,13.5,2477,175.56,0,6,5,26.5,19,123,4
10,42023,4,0,0,15.5,1198,86.7,2,5,4,4.34,8,17,7
9,93000,4,1,0,15.7,1390,75,0,5,4,1.5,15,106,12
9,7000,1,0,0,20.68,1995,190,0,5,4,27.75,1,185,6
3,75871,4,0,0,9.43,2996,228.25,2,5,4,14.12,1,2,11
4,85000,1,1,2,20,1968,108.5,1,5,4,3.65,23,104,11
2,62493,4,1,0,15,1586,104.68,2,5,4,1.8,16,152,15
8,31184,4,1,0,18.9,1197,81.86,2,5,4,5,9,89,5
7,19855,4,1,0,24.7,796,47.3,0,5,4,3.8,16,16,3
8,32000,4,1,0,19.1,1197,82,1,5,4,3.6,9,196,6
1,77332,1,1,2,23,1396,90,0,5,4,3.65,9,204,12
9,55000,1,0,2,14.21,2143,203,0,5,4,16,17,60,11
4,32450,4,1,0,18.6,1197,81.83,2,5,4,5.75,9,204,6
8,51000,1,1,0,25.4,1186,73.97,1,5,4,4.2,9,196,5
7,51672,4,1,0,19.5,1199,88.76,1,5,4,5.68,8,17,6
2,40000,1,0,0,11.36,2755,171.5,2,8,5,16.45,26,96,6
2,57000,4,0,0,24.07,998,67.1,2,5,4,3.4,16,16,6
9,52500,4,1,2,16.02,1373,93.7,0,7,5,5.25,16,68,10
5,21600,4,0,0,23.1,998,67.04,2,5,4,4.65,16,42,6
9,32005,4,1,0,18,1198,86.7,0,5,4,4.25,8,17,5
8,25100,1,0,0,17.85,2967,228.25,2,4,4,75,21,124,7
5,52000,1,0,0,16.55,1968,147.51,2,5,4,19.5,0,10,9
4,48500,0,1,2,26.6,998,58.16,1,5,4,2.85,16,183,8
3,6028,4,1,0,17.01,1591,121.3,1,5,4,11.54,9,179,3
2,131500,1,0,0,15.97,2993,228.25,2,5,4,65,1,187,5
1,42000,4,1,2,16.02,1373,93.7,1,7,5,5.94,16,68,8
5,92000,1,1,2,16.1,1405,70,2,5,4,1.1,25,95,16
3,26927,1,1,0,24.3,1248,88.5,0,5,4,11.39,16,180,5
7,20789,1,0,0,11.36,2755,171.5,1,7,4,18.36,26,96,5
3,45960,4,1,0,19.1,1197,82,2,5,4,5.56,9,196,7
9,16100,4,0,0,17.1,1591,121.4,0,5,4,11.6,9,179,5
5,4126,4,1,0,21.7,999,67,2,5,4,4.8,22,101,4
2,67714,4,1,0,18.5,1197,80,1,5,4,3.25,9,204,12
9,59302,1,0,0,14.39,1998,163.7,0,5,4,5.25,3,55,9
4,67668,1,1,0,23.08,1461,63.12,2,5,4,3.1,22,130,8
5,81609,1,1,0,17.8,1248,98.145,1,5,4,5.55,16,166,8
9,1000,4,1,0,20.89,1197,81.8,0,5,4,6.36,16,92,5
8,57000,1,1,0,19.01,1461,108.45,1,5,4,4.99,22,57,9
6,39000,1,0,0,17.9,2143,136,1,5,4,27,17,33,5
3,39644,1,0,0,17.11,1968,174.33,1,5,4,25.75,0,10,6
5,85112,1,1,0,23.2,1248,73.94,1,5,4,3.39,16,142,10
2,73000,1,1,3,18.3,1991,147.9,2,5,4,4.2,3,55,11
10,44000,4,1,2,19.81,1086,68.05,1,5,4,2.9,9,203,10
9,28000,4,0,0,18.69,1462,103,1,7,5,8,16,68,5
9,53392,1,1,0,16,2179,140,0,7,5,11.95,15,195,7
1,28000,1,0,0,13,2987,228.25,0,5,4,31.75,17,60,8
2,72500,1,1,0,18.5,1399,68,0,5,4,3.12,7,75,10
6,70000,4,1,0,21.1,814,55.2,0,5,4,1.8,9,61,9
5,131500,1,1,0,22,1582,126.2,2,5,4,2.6,9,179,14
1,52000,1,0,0,12,2987,224,0,7,5,49,17,81,8
5,76126,1,1,0,19.3,1248,73.9,2,5,4,6.6,16,166,8
3,60083,1,1,0,19.67,1582,126.2,2,5,4,13.78,9,53,5
9,31400,1,0,0,16.36,2179,187.7,0,5,4,26.75,11,192,9
8,2196,4,1,0,22.74,796,47.3,2,5,4,2.75,16,16,5
9,31130,4,1,0,15.85,1499,110.4,2,5,4,5.75,7,62,8
2,104000,4,1,3,13.7,1468,85.8,2,5,4,1,19,103,16
5,80227,4,1,0,17.92,1086,62.1,1,5,4,2.3,9,156,13
8,13372,4,0,0,19,2996,228.25,2,2,2,54,17,150,5
5,2000,1,0,0,20.7,1496,113.98,2,5,4,34,18,50,5
3,75668,1,0,0,14.74,2993,228.25,1,5,4,16.58,11,192,10
3,60283,4,1,0,14.6,1368,112,2,5,4,2.98,5,105,9
1,14000,1,0,0,18.12,1995,190,2,5,4,35,1,3,7
10,17585,4,0,0,19.16,2494,157.7,0,5,4,32,26,36,4
7,47877,1,0,0,15.15,2967,228.25,1,5,4,48.22,21,39,7
7,35437,1,0,0,20,2143,136,0,5,4,18.58,17,7,6
7,19148,4,1,0,16.1,1197,85,1,5,4,5.89,16,166,6
3,58310,4,1,2,19.1,1197,85.8,0,5,4,5.39,16,166,8
4,48000,1,0,0,16.36,2179,187.7,0,5,4,26.5,11,192,8
10,39000,4,1,0,18.5,1197,80,0,5,4,2.75,9,204,10
2,94385,4,1,2,19.7,796,46.3,2,5,4,1.6,16,16,12
6,35362,4,1,0,22.5,998,67.04,1,5,4,3.85,16,183,5
2,90000,1,1,0,20,1399,68,1,5,4,2.6,7,75,12
7,56501,1,0,0,12.9,2755,174.5,0,7,5,17.71,26,77,8
1,37000,4,0,3,16.95,1197,78.9,2,5,4,2.95,9,203,13
7,69681,4,1,0,17,1197,80,2,5,4,6.13,9,204,6
5,81650,1,0,0,18.33,1968,167.7,2,5,4,7.5,27,125,11
3,68193,1,0,0,17.11,1968,174.33,1,5,4,24.74,0,10,6
9,55000,1,0,2,16.46,2993,228.25,1,5,4,19.5,1,5,11
8,17000,1,0,0,15.2,1968,140.8,2,5,4,9.75,0,10,14
9,25350,4,1,0,21.1,814,55.2,2,5,4,2.55,9,61,6
7,58775,1,1,0,19.33,1968,138.1,1,5,4,5.64,27,99,10
9,65000,1,1,2,19.3,1248,73.9,1,5,4,4.99,16,166,9
10,52782,1,1,0,20.5,1248,91.72,1,5,4,4.85,5,21,8
7,29022,1,0,2,15.68,1999,177,1,5,4,34.08,14,143,6
6,36000,1,1,0,14.1,2179,148,0,7,5,10,25,153,6
4,85000,1,0,0,11.79,2179,120,2,7,5,6.25,15,158,10
9,48000,1,0,0,15.73,1968,174.33,1,5,4,18.75,0,132,7
4,65088,4,1,0,16.47,1198,73.9,2,5,4,3.25,27,128,9
3,36458,4,1,0,15.29,1591,121.3,1,5,4,12.34,9,53,5
5,30131,4,1,0,20.92,998,67.1,0,5,4,2.65,16,16,9
0,119000,1,1,0,12.99,2494,100,1,8,5,8,26,96,9
2,40000,4,1,0,18.9,998,67.1,2,5,4,2,16,183,16
3,41016,4,0,2,16.95,1197,78.9,0,5,4,5.08,9,203,8
9,30000,1,1,0,23,1498,98.96,2,5,4,8.99,7,62,5
7,32227,4,1,0,22.74,796,47.3,2,5,4,3.26,16,16,6
9,52100,1,0,2,13.2,1995,170,1,5,4,7.5,1,2,13
5,20000,4,1,0,18.9,1197,81.86,2,5,4,5.98,9,89,5
1,58291,1,1,0,17.8,1248,98.145,1,5,4,5,16,166,9
8,27001,1,0,0,20.68,1995,190,1,5,4,29,1,185,5
7,4187,4,1,0,26,624,35,1,4,4,1.38,25,114,10
10,8700,4,1,0,18.6,1199,76.8,1,5,4,2.55,3,26,8
1,53841,1,0,0,11.36,2755,171.5,1,7,4,20.5,26,96,5
10,75372,1,1,0,16.52,1991,123.7,2,5,4,3.34,3,121,11
4,42000,4,1,0,17,1197,80,0,5,4,5.1,9,204,7
6,95936,4,1,0,17,1497,118,1,5,4,4.1,8,44,11
7,36855,4,1,2,15.29,1591,121.3,2,5,4,8.77,9,53,6
4,65537,0,1,0,26.83,796,38.4,1,5,4,2.1,16,16,10
9,35000,1,1,0,16,2179,140,1,7,5,8.25,15,195,10
10,65000,4,1,2,18.6,1199,79.4,2,5,4,2.5,3,26,11
9,50000,1,1,0,19.01,1461,108.5,1,5,4,6.5,20,170,8
1,54000,1,0,0,14,2987,224,2,5,4,21.99,17,107,11
3,21495,4,1,0,19.1,1197,81.86,0,5,4,6.16,9,196,6
9,45000,1,1,0,20.5,1598,103.5,0,5,4,3.65,23,139,9
5,82167,4,0,0,10.1,2354,152,1,5,4,5.4,8,35,14
9,110000,4,0,2,14.53,1798,138.1,0,5,4,2.75,26,51,14
8,45617,1,1,0,20.77,1248,88.76,1,7,5,5.85,16,68,8
7,14076,1,0,0,11.36,2755,171.5,2,7,4,19.4,26,96,3
3,31897,4,1,0,18.06,1198,74.96,2,5,4,4.69,22,130,8
9,40448,1,1,0,15.96,2523,62.1,2,7,5,3.5,15,28,6
2,12000,4,0,2,23.1,998,67.04,0,5,4,4.25,16,42,6
